Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,week,Day,Day_of_week,Lag_1,Lag_7,Rolling_mean_7
10,2011-04-22,2004831.14,0,75.93,3.917,128.9553,8.494,2011,4,16,22,4,1781767.22,1958003.19,1929959.1285714284
10,2011-04-29,1873646.34,0,73.38,4.151,128.9998667,8.494,2011,4,17,29,4,2004831.14,1933469.15,1966518.1242857142
10,2011-05-06,1841369.99,0,73.56,4.193,129.0444333,8.494,2011,5,18,6,4,1873646.34,1884734.31,1990656.0185714287
10,2011-05-13,1712995.44,0,74.04,4.202,129.089,8.494,2011,5,19,13,4,1841369.99,1815798.85,1968906.4385714286
10,2011-05-20,1720908.01,0,72.62,3.99,129.0756774,8.494,2011,5,20,20,4,1712995.44,1827733.18,1927809.9914285713
10,2011-05-27,1743000.38,0,78.62,3.933,129.0623548,8.494,2011,5,21,27,4,1720908.01,1870720.73,1894065.1600000001
10,2011-06-03,1792210.89,0,81.87,3.893,129.0490323,8.494,2011,6,22,3,4,1743000.38,1781767.22,1867460.947142857
10,2011-06-10,1740063.1,0,84.57,3.981,129.0357097,8.494,2011,6,23,10,4,1792210.89,2004831.14,1874150.6542857143
10,2011-06-17,1817934.76,0,87.96,3.935,129.0432,8.494,2011,6,24,17,4,1740063.1,1873646.34,1865604.5385714285
10,2011-06-24,1711813.13,0,90.69,3.807,129.0663,8.494,2011,6,25,24,4,1817934.76,1841369.99,1859409.6357142855
10,2011-07-01,1751369.75,0,95.36,3.842,129.0894,8.257,2011,7,26,1,4,1711813.13,1712995.44,1844723.434285714
10,2011-07-08,1699708.38,0,88.57,3.793,129.1125,8.257,2011,7,27,8,4,1751369.75,1720908.01,1829462.6957142858
10,2011-07-15,1775068.4,0,86.01,3.779,129.1338387,8.257,2011,7,28,15,4,1699708.38,1743000.38,1811216.9314285715
10,2011-07-22,1774342.61,0,88.59,3.697,129.1507742,8.257,2011,7,29,22,4,1775068.4,1792210.89,1812708.8842857145
10,2011-07-29,1745841.33,0,86.75,3.694,129.1677097,8.257,2011,7,30,29,4,1774342.61,1740063.1,1774884.8785714286
10,2011-08-05,1886299.98,0,89.8,3.803,129.1846452,8.257,2011,8,31,5,4,1745841.33,1817934.76,1766926.0814285714
10,2011-08-12,1917397.63,0,85.61,3.794,129.2015806,8.257,2011,8,32,12,4,1886299.98,1711813.13,1748417.9585714287
10,2011-08-19,1954849.68,0,87.4,3.743,129.2405806,8.257,2011,8,33,19,4,1917397.63,1751369.75,1753900.0028571428
10,2011-08-26,1728399.07,0,91.59,3.663,129.2832581,8.257,2011,8,34,26,4,1954849.68,1699708.38,1750871.484285714
10,2011-09-02,1758587.35,0,91.61,3.798,129.3259355,8.257,2011,9,35,2,4,1728399.07,1775068.4,1755452.6300000001
10,2011-09-09,1670579.82,1,89.06,3.771,129.3686129,8.257,2011,9,36,9,4,1758587.35,1774342.61,1752900.0185714285
10,2011-09-16,1650894.3,0,77.49,3.784,129.4306,8.257,2011,9,37,16,4,1670579.82,1745841.33,1753725.48
10,2011-09-23,1685910.53,0,82.51,3.789,129.5183333,8.257,2011,9,38,23,4,1650894.3,1886299.98,1763491.94
10,2011-09-30,1627707.31,0,82.27,3.877,129.6060667,8.257,2011,9,39,30,4,1685910.53,1917397.63,1792861.154285714
10,2011-10-07,1788227.6,0,75.01,3.827,129.6938,7.874,2011,10,40,7,4,1627707.31,1954849.68,1821929.7157142854
10,2011-10-14,1704753.02,0,70.27,3.698,129.7706452,7.874,2011,10,41,14,4,1788227.6,1728399.07,1826028.3857142855
10,2011-10-21,1745928.56,0,77.91,3.842,129.7821613,7.874,2011,10,42,21,4,1704753.02,1758587.35,1823673.95
10,2011-10-28,1771792.97,0,72.79,3.843,129.7936774,7.874,2011,10,43,28,4,1745928.56,1670579.82,1808850.6942857143
10,2011-11-04,1904438.59,0,68.57,3.828,129.8051935,7.874,2011,11,44,4,4,1771792.97,1650894.3,1795286.832857143
10,2011-11-11,2076570.84,0,55.28,3.677,129.8167097,7.874,2011,11,45,11,4,1904438.59,1685910.53,1766659.7685714285
10,2011-11-18,1869087.85,0,58.97,3.669,129.8268333,7.874,2011,11,46,18,4,2076570.84,1627707.31,1725275.4371428571
10,2011-11-25,2950198.64,1,60.68,3.76,129.8364,7.874,2011,11,47,25,4,1869087.85,1788227.6,1701472.2828571429
10,2011-12-02,2068097.18,0,57.29,3.701,129.8459667,7.874,2011,12,48,2,4,2950198.64,1704753.02,1698094.275714286
10,2011-12-09,2429310.9,0,42.58,3.644,129.8555333,7.874,2011,12,49,9,4,2068097.18,1745928.56,1696285.8771428573
10,2011-12-16,2555031.18,0,50.53,3.489,129.8980645,7.874,2011,12,50,16,4,2429310.9,1771792.97,1710744.8985714284
10,2011-12-23,3487986.89,0,48.36,3.541,129.9845484,7.874,2011,12,51,23,4,2555031.18,1904438.59,1746965.5114285715
10,2011-12-30,1930690.37,1,48.92,3.428,130.0710323,7.874,2011,12,52,30,4,3487986.89,2076570.84,1802774.1271428573
11,2010-02-05,1528008.64,0,46.04,2.572,214.4248812,7.368,2010,2,5,5,4,0.0,0.0,0.0
11,2010-02-12,1574684.08,1,48.01,2.548,214.5747916,7.368,2010,2,6,12,4,1528008.64,0.0,0.0
11,2010-02-19,1503298.7,0,48.3,2.514,214.6198868,7.368,2010,2,7,19,4,1574684.08,0.0,0.0
11,2010-02-26,1336404.65,0,52.79,2.561,214.6475127,7.368,2010,2,8,26,4,1503298.7,0.0,0.0
11,2010-03-05,1426622.65,0,53.96,2.625,214.6751386,7.368,2010,3,9,5,4,1336404.65,0.0,0.0
11,2010-03-12,1331883.16,0,64.1,2.667,214.7027646,7.368,2010,3,10,12,4,1426622.65,0.0,0.0
11,2010-03-19,1364207.0,0,61.51,2.72,214.5301219,7.368,2010,3,11,19,4,1331883.16,0.0,0.0
11,2010-03-26,1245624.27,0,58.09,2.732,214.3241011,7.368,2010,3,12,26,4,1364207.0,1528008.64,0.0
11,2010-04-02,1446210.26,0,66.16,2.719,214.1180803,7.343,2010,4,13,2,4,1245624.27,1574684.08,0.0
11,2010-04-09,1470308.32,0,69.57,2.77,213.9120595,7.343,2010,4,14,9,4,1446210.26,1503298.7,0.0
11,2010-04-16,1323243.35,0,67.81,2.808,213.7726889,7.343,2010,4,15,16,4,1470308.32,1336404.65,0.0
11,2010-04-23,1283766.55,0,68.37,2.795,213.7221852,7.343,2010,4,16,23,4,1323243.35,1426622.65,0.0
11,2010-04-30,1239766.89,0,71.13,2.78,213.6716815,7.343,2010,4,17,30,4,1283766.55,1331883.16,0.0
11,2010-05-07,1312329.78,0,75.57,2.835,213.6211778,7.343,2010,5,18,7,4,1239766.89,1364207.0,1437872.697142857
11,2010-05-14,1266796.13,0,77.64,2.854,213.6196139,7.343,2010,5,19,14,4,1312329.78,1245624.27,1397532.072857143
11,2010-05-21,1271646.62,0,76.97,2.826,213.9116886,7.343,2010,5,20,21,4,1266796.13,1446210.26,1379178.67
11,2010-05-28,1264272.52,0,79.69,2.759,214.2037634,7.343,2010,5,21,28,4,1271646.62,1470308.32,1374465.7585714287
11,2010-06-04,1396322.19,0,79.66,2.705,214.4958382,7.343,2010,6,22,4,4,1264272.52,1323243.35,1372585.572857143
11,2010-06-11,1339570.85,0,82.81,2.668,214.787913,7.343,2010,6,23,11,4,1396322.19,1283766.55,1352177.5585714285
11,2010-06-18,1336522.92,0,84.13,2.637,214.7858259,7.343,2010,6,24,18,4,1339570.85,1239766.89,1339018.0914285716
11,2010-06-25,1262025.08,0,84.5,2.653,214.6660741,7.343,2010,6,25,25,4,1336522.92,1312329.78,1331607.06
11,2010-07-02,1302600.14,0,83.09,2.669,214.5463222,7.346,2010,7,26,2,4,1262025.08,1266796.13,1334631.6114285716
11,2010-07-09,1280156.47,0,83.01,2.642,214.4265704,7.346,2010,7,27,9,4,1302600.14,1271646.62,1309693.9485714287
11,2010-07-16,1290609.54,0,84.9,2.623,214.4176476,7.346,2010,7,28,16,4,1280156.47,1264272.52,1280260.2628571428
11,2010-07-23,1244390.03,0,84.57,2.608,214.5564968,7.346,2010,7,29,23,4,1290609.54,1396322.19,1290700.097142857
11,2010-07-30,1250178.89,0,83.26,2.64,214.695346,7.346,2010,7,30,30,4,1244390.03,1339570.85,1298672.1400000001
11,2010-08-06,1369634.92,0,86.54,2.627,214.8341952,7.346,2010,8,31,6,4,1250178.89,1336522.92,1312494.43
11,2010-08-13,1384339.1,0,87.73,2.692,214.9730444,7.346,2010,8,32,13,4,1369634.92,1262025.08,1305308.0442857144
11,2010-08-20,1430192.37,0,88.93,2.664,214.9314191,7.346,2010,8,33,20,4,1384339.1,1302600.14,1310422.902857143
11,2010-08-27,1311263.07,0,87.7,2.619,214.8897938,7.346,2010,8,34,27,4,1430192.37,1280156.47,1311638.5957142857
11,2010-09-03,1303914.27,0,84.94,2.577,214.8481685,7.346,2010,9,35,3,4,1311263.07,1290609.54,1315401.0271428574
11,2010-09-10,1231428.46,1,81.93,2.565,214.8065431,7.346,2010,9,36,10,4,1303914.27,1244390.03,1293696.4328571428
11,2010-09-17,1215676.31,0,83.04,2.582,214.8322484,7.346,2010,9,37,17,4,1231428.46,1250178.89,1280926.152857143
11,2010-09-24,1170103.25,0,77.36,2.624,214.9084516,7.346,2010,9,38,24,4,1215676.31,1369634.92,1285656.4385714286
11,2010-10-01,1182490.46,0,75.11,2.603,214.9846548,7.564,2010,10,39,1,4,1170103.25,1384339.1,1303129.8699999999
11,2010-10-08,1293472.8,0,68.71,2.633,215.060858,7.564,2010,10,40,8,4,1182490.46,1430192.37,1321357.3314285714
11,2010-10-15,1175003.67,0,71.46,2.72,215.1293114,7.564,2010,10,41,15,4,1293472.8,1311263.07,1325801.1314285714
11,2010-10-22,1169831.38,0,72.6,2.725,215.17839,7.564,2010,10,42,22,4,1175003.67,1303914.27,1327701.8071428572
11,2010-10-29,1195036.0,0,74.21,2.716,215.2274686,7.564,2010,10,43,29,4,1169831.38,1231428.46,1325850.1542857143
11,2010-11-05,1332759.13,0,64.41,2.689,215.2765472,7.564,2010,11,44,5,4,1195036.0,1215676.31,1320921.2142857143
11,2010-11-12,1281675.6,0,63.74,2.728,215.3256258,7.564,2010,11,45,12,4,1332759.13,1170103.25,1292416.69
11,2010-11-19,1292346.57,0,58.63,2.771,215.2074519,7.564,2010,11,46,19,4,1281675.6,1182490.46,1263581.1700000002
11,2010-11-26,1757242.51,1,69.9,2.735,215.0614025,7.564,2010,11,47,26,4,1292346.57,1293472.8,1244049.8028571426
11,2010-12-03,1380522.64,0,55.9,2.708,214.9153531,7.564,2010,12,48,3,4,1757242.51,1175003.67,1224584.1742857143
11,2010-12-10,1564516.43,0,53.33,2.843,214.7693037,7.564,2010,12,49,10,4,1380522.64,1169831.38,1205429.4757142856
11,2010-12-17,1843971.15,0,54.63,2.869,214.704919,7.564,2010,12,50,17,4,1564516.43,1195036.0,1200230.5528571426
11,2010-12-24,2306265.36,0,59.33,2.886,214.7017828,7.564,2010,12,51,24,4,1843971.15,1332759.13,1216956.67
11,2010-12-31,1172003.1,1,55.03,2.943,214.6986466,7.564,2010,12,52,31,4,2306265.36,1281675.6,1232895.577142857
11,2011-01-07,1178905.44,0,54.43,2.976,214.6955104,7.551,2011,1,1,7,4,1172003.1,1292346.57,1248589.3071428572
11,2011-01-14,1194449.78,0,45.34,2.983,214.7470729,7.551,2011,1,2,14,4,1178905.44,1757242.51,1314842.1228571427
11,2011-01-21,1187776.19,0,51.51,3.016,215.1268275,7.551,2011,1,3,21,4,1194449.78,1380522.64,1344201.9757142856
11,2011-01-28,1100418.69,0,51.04,3.01,215.5065821,7.551,2011,1,4,28,4,1187776.19,1564516.43,1400585.5542857144
11,2011-02-04,1422546.05,0,47.17,2.989,215.8863367,7.551,2011,2,5,4,4,1100418.69,1843971.15,1493290.575714286
11,2011-02-11,1419236.9,1,44.61,3.022,216.2660913,7.551,2011,2,6,11,4,1422546.05,2306265.36,1632362.8942857143
11,2011-02-18,1554747.15,0,61.5,3.045,216.5843571,7.551,2011,2,7,18,4,1419236.9,1172003.1,1616695.3942857143
11,2011-02-25,1323999.36,0,68.74,3.065,216.8780275,7.551,2011,2,8,25,4,1554747.15,1178905.44,1600489.5185714285
11,2011-03-04,1399456.99,0,66.5,3.288,217.1716979,7.551,2011,3,9,4,4,1323999.36,1194449.78,1520090.5571428572
11,2011-03-11,1314557.31,0,63.29,3.459,217.4653683,7.551,2011,3,10,11,4,1399456.99,1187776.19,1492555.3499999999
11,2011-03-18,1391813.69,0,70.17,3.488,217.7235226,7.551,2011,3,11,18,4,1314557.31,1100418.69,1426255.6728571428
11,2011-03-25,1229777.24,0,73.74,3.473,217.9674705,7.551,2011,3,12,25,4,1391813.69,1422546.05,1366052.087142857
11,2011-04-01,1258674.12,0,69.1,3.524,218.2114184,7.574,2011,4,13,1,4,1229777.24,1419236.9,1239333.7357142859
11,2011-04-08,1327401.06,0,73.57,3.622,218.4553663,7.574,2011,4,14,8,4,1258674.12,1554747.15,1294011.4571428571
11,2011-04-15,1312905.8,0,76.64,3.743,218.6788642,7.574,2011,4,15,15,4,1327401.06,1323999.36,1314739.1600000001
11,2011-04-22,1388118.53,0,78.31,3.807,218.851237,7.574,2011,4,16,22,4,1312905.8,1399456.99,1344025.9042857143
11,2011-04-29,1357589.89,0,79.97,3.81,219.0236099,7.574,2011,4,17,29,4,1388118.53,1314557.31,1362137.4928571428
11,2011-05-06,1331453.41,0,71.39,3.906,219.1959827,7.574,2011,5,18,6,4,1357589.89,1391813.69,1403765.3499999999
11,2011-05-13,1277959.42,0,80.93,3.899,219.3683556,7.574,2011,5,19,13,4,1331453.41,1229777.24,1376226.9485714284
11,2011-05-20,1239466.97,0,76.97,3.907,219.127216,7.574,2011,5,20,20,4,1277959.42,1258674.12,1353289.4085714284
11,2011-05-27,1216876.52,0,85.61,3.786,218.8860765,7.574,2011,5,21,27,4,1239466.97,1327401.06,1320811.3957142856
11,2011-06-03,1343637.0,0,86.14,3.699,218.6449369,7.574,2011,6,22,3,4,1216876.52,1312905.8,1319226.6014285716
11,2011-06-10,1314626.75,0,85.79,3.648,218.4037974,7.574,2011,6,23,10,4,1343637.0,1388118.53,1317606.8214285714
11,2011-06-17,1337506.74,0,87.9,3.637,218.3551748,7.574,2011,6,24,17,4,1314626.75,1357589.89,1323754.332857143
11,2011-06-24,1254587.84,0,86.13,3.594,218.45094,7.574,2011,6,25,24,4,1337506.74,1331453.41,1315131.4357142858
11,2011-07-01,1297472.06,0,86.43,3.524,218.5467052,7.567,2011,7,26,1,4,1254587.84,1277959.42,1322014.6042857144
11,2011-07-08,1334627.96,0,87.17,3.48,218.6424704,7.567,2011,7,27,8,4,1297472.06,1239466.97,1319270.7257142856
11,2011-07-15,1266546.73,0,88.3,3.575,218.7275216,7.567,2011,7,28,15,4,1334627.96,1216876.52,1303481.5057142857
11,2011-07-22,1290576.44,0,87.8,3.651,218.7857881,7.567,2011,7,29,22,4,1266546.73,1343637.0,1307871.6771428569
11,2011-07-29,1212938.67,0,89.46,3.682,218.8440545,7.567,2011,7,30,29,4,1290576.44,1314626.75,1297372.8514285716
11,2011-08-05,1403198.94,0,90.04,3.684,218.9023209,7.567,2011,8,31,5,4,1212938.67,1337506.74,1294503.8299999998
11,2011-08-12,1354188.43,0,90.3,3.638,218.9605873,7.567,2011,8,32,12,4,1403198.94,1254587.84,1283523.0342857144
11,2011-08-19,1484169.74,0,89.51,3.554,219.023271,7.567,2011,8,33,19,4,1354188.43,1297472.06,1286310.5542857144
11,2011-08-26,1304706.75,0,89.09,3.523,219.0866908,7.567,2011,8,34,26,4,1484169.74,1334627.96,1299904.9814285713
11,2011-09-02,1297792.41,0,91.44,3.533,219.1501106,7.567,2011,9,35,2,4,1304706.75,1266546.73,1307000.7257142856
11,2011-09-09,1249439.95,1,84.91,3.546,219.2135305,7.567,2011,9,36,9,4,1297792.41,1290576.44,1299420.6457142856
11,2011-09-16,1270816.01,0,85.11,3.526,219.3972867,7.567,2011,9,37,16,4,1249439.95,1212938.67,1284893.777142857
11,2011-09-23,1235775.15,0,82.14,3.467,219.7414914,7.567,2011,9,38,23,4,1270816.01,1403198.94,1294278.3771428573
11,2011-09-30,1190515.83,0,84.4,3.355,220.085696,7.567,2011,9,39,30,4,1235775.15,1354188.43,1308507.0328571429
11,2011-10-07,1346271.06,0,76.97,3.285,220.4299007,7.197,2011,10,40,7,4,1190515.83,1484169.74,1335178.1300000001
11,2011-10-14,1286388.96,0,75.56,3.274,220.7486167,7.197,2011,10,41,14,4,1346271.06,1304706.75,1330903.6714285712
11,2011-10-21,1325107.53,0,70.91,3.353,220.9144005,7.197,2011,10,42,21,4,1286388.96,1297792.41,1335367.3399999999
11,2011-10-28,1310684.1,0,72.66,3.372,221.0801842,7.197,2011,10,43,28,4,1325107.53,1249439.95,1329490.6985714287
11,2011-11-04,1458287.38,0,61.13,3.332,221.245968,7.197,2011,11,44,4,4,1310684.1,1270816.01,1337758.8900000001
11,2011-11-11,1366053.69,0,64.2,3.297,221.4117517,7.197,2011,11,45,11,4,1458287.38,1235775.15,1313841.2057142856
11,2011-11-18,1315091.63,0,66.17,3.308,221.6432852,7.197,2011,11,46,18,4,1366053.69,1190515.83,1290459.4057142858
11,2011-11-25,1848953.48,1,70.03,3.236,221.9011185,7.197,2011,11,47,25,4,1315091.63,1346271.06,1270759.5942857142
11,2011-12-02,1399322.44,0,56.89,3.172,222.1589519,7.197,2011,12,48,2,4,1848953.48,1286388.96,1268142.767142857
11,2011-12-09,1646655.94,0,50.63,3.158,222.4167852,7.197,2011,12,49,9,4,1399322.44,1325107.53,1272044.927142857
11,2011-12-16,1783910.06,0,59.69,3.159,222.6426418,7.197,2011,12,50,16,4,1646655.94,1310684.1,1280794.0914285716
11,2011-12-23,2213518.5,0,54.29,3.112,222.8258628,7.197,2011,12,51,23,4,1783910.06,1458287.38,1307575.7157142856
11,2011-12-30,1352084.21,1,48.86,3.129,223.0090839,7.197,2011,12,52,30,4,2213518.5,1366053.69,1326186.9357142858
12,2010-02-05,1100046.37,0,49.47,2.962,126.4420645,13.975,2010,2,5,5,4,0.0,0.0,0.0
12,2010-02-12,1117863.33,1,47.87,2.946,126.4962581,13.975,2010,2,6,12,4,1100046.37,0.0,0.0
12,2010-02-19,1095421.65,0,54.83,2.915,126.5262857,13.975,2010,2,7,19,4,1117863.33,0.0,0.0
12,2010-02-26,1048617.17,0,50.23,2.825,126.5522857,13.975,2010,2,8,26,4,1095421.65,0.0,0.0
12,2010-03-05,1077018.27,0,53.77,2.987,126.5782857,13.975,2010,3,9,5,4,1048617.17,0.0,0.0
12,2010-03-12,985594.23,0,50.11,2.925,126.6042857,13.975,2010,3,10,12,4,1077018.27,0.0,0.0
12,2010-03-19,972088.34,0,59.57,3.054,126.6066452,13.975,2010,3,11,19,4,985594.23,0.0,0.0
12,2010-03-26,981615.81,0,60.06,3.083,126.6050645,13.975,2010,3,12,26,4,972088.34,1100046.37,0.0
12,2010-04-02,1011822.3,0,59.84,3.086,126.6034839,14.099,2010,4,13,2,4,981615.81,1117863.33,0.0
12,2010-04-09,1041238.87,0,59.25,3.09,126.6019032,14.099,2010,4,14,9,4,1011822.3,1095421.65,0.0
12,2010-04-16,957997.52,0,64.95,3.109,126.5621,14.099,2010,4,15,16,4,1041238.87,1048617.17,0.0
12,2010-04-23,993833.44,0,64.55,3.05,126.4713333,14.099,2010,4,16,23,4,957997.52,1077018.27,0.0
12,2010-04-30,954220.22,0,67.38,3.105,126.3805667,14.099,2010,4,17,30,4,993833.44,985594.23,0.0
12,2010-05-07,1043240.27,0,70.15,3.127,126.2898,14.099,2010,5,18,7,4,954220.22,972088.34,1056664.1942857143
12,2010-05-14,966054.97,0,68.44,3.145,126.2085484,14.099,2010,5,19,14,4,1043240.27,981615.81,1039745.5428571429
12,2010-05-21,958374.56,0,76.2,3.12,126.1843871,14.099,2010,5,20,21,4,966054.97,1011822.3,1024596.8242857142
12,2010-05-28,955451.16,0,67.84,3.058,126.1602258,14.099,2010,5,21,28,4,958374.56,1041238.87,1016856.427142857
12,2010-06-04,1049357.36,0,81.39,2.941,126.1360645,14.099,2010,6,22,4,4,955451.16,957997.52,1003910.762857143
12,2010-06-11,1016039.71,0,90.84,2.949,126.1119032,14.099,2010,6,23,11,4,1049357.36,993833.44,992027.2157142857
12,2010-06-18,956211.2,0,81.06,3.043,126.114,14.099,2010,6,24,18,4,1016039.71,954220.22,987545.2142857143
12,2010-06-25,958007.69,0,87.27,3.084,126.1266,14.099,2010,6,25,25,4,956211.2,1043240.27,997709.7757142857
12,2010-07-02,951957.31,0,91.98,3.105,126.1392,14.18,2010,7,26,2,4,958007.69,966054.97,995486.7985714285
12,2010-07-09,943506.28,0,90.37,3.1,126.1518,14.18,2010,7,27,9,4,951957.31,958374.56,987851.4071428572
12,2010-07-16,916402.76,0,97.18,3.094,126.1498065,14.18,2010,7,28,16,4,943506.28,955451.16,975596.0200000001
12,2010-07-23,912403.67,0,99.22,3.112,126.1283548,14.18,2010,7,29,23,4,916402.76,1049357.36,988647.4257142858
12,2010-07-30,913548.25,0,96.31,3.017,126.1069032,14.18,2010,7,30,30,4,912403.67,1016039.71,991819.75
12,2010-08-06,967576.95,0,92.95,3.123,126.0854516,14.18,2010,8,31,6,4,913548.25,956211.2,992104.1757142857
12,2010-08-13,928264.4,0,87.01,3.159,126.064,14.18,2010,8,32,13,4,967576.95,958007.69,979928.0928571429
12,2010-08-20,948447.34,0,92.81,3.041,126.0766452,14.18,2010,8,33,20,4,928264.4,951957.31,977914.1414285714
12,2010-08-27,1004516.46,0,93.19,3.129,126.0892903,14.18,2010,8,34,27,4,948447.34,943506.28,975790.1014285714
12,2010-09-03,1075758.55,0,83.12,3.087,126.1019355,14.18,2010,9,35,3,4,1004516.46,916402.76,970211.7585714285
12,2010-09-10,903119.03,1,83.63,3.044,126.1145806,14.18,2010,9,36,10,4,1075758.55,912403.67,950646.9457142856
12,2010-09-17,852882.61,0,82.45,3.028,126.1454667,14.18,2010,9,37,17,4,903119.03,913548.25,936005.3085714286
12,2010-09-24,851919.34,0,81.77,2.939,126.1900333,14.18,2010,9,38,24,4,852882.61,967576.95,937628.9871428572
12,2010-10-01,850936.26,0,85.2,3.001,126.2346,14.313,2010,10,39,1,4,851919.34,928264.4,933379.9457142857
12,2010-10-08,918335.68,0,71.82,3.013,126.2791667,14.313,2010,10,40,8,4,850936.26,948447.34,932878.5214285714
12,2010-10-15,862419.84,0,75.0,2.976,126.3266774,14.313,2010,10,41,15,4,918335.68,1004516.46,941594.2614285714
12,2010-10-22,857883.46,0,68.85,3.014,126.3815484,14.313,2010,10,42,22,4,862419.84,1075758.55,964359.3742857144
12,2010-10-29,955294.7,0,61.09,3.016,126.4364194,14.313,2010,10,43,29,4,857883.46,903119.03,963032.9971428572
12,2010-11-05,929690.71,0,65.49,3.129,126.4912903,14.313,2010,11,44,5,4,955294.7,852882.61,954366.4771428572
12,2010-11-12,942475.24,0,57.79,3.13,126.5461613,14.313,2010,11,45,12,4,929690.71,851919.34,937843.9614285715
12,2010-11-19,894493.7,0,58.18,3.161,126.6072,14.313,2010,11,46,19,4,942475.24,850936.26,926797.0842857143
12,2010-11-26,1601377.41,1,47.66,3.162,126.6692667,14.313,2010,11,47,26,4,894493.7,918335.68,922495.4185714285
12,2010-12-03,1069533.17,0,43.33,3.041,126.7313333,14.313,2010,12,48,3,4,1601377.41,862419.84,902195.9014285713
12,2010-12-10,1121934.15,0,50.01,3.203,126.7934,14.313,2010,12,49,10,4,1069533.17,857883.46,871070.8885714285
12,2010-12-17,1295605.35,0,52.77,3.236,126.8794839,14.313,2010,12,50,17,4,1121934.15,955294.7,878524.5557142857
12,2010-12-24,1768249.89,0,52.02,3.236,126.9835806,14.313,2010,12,51,24,4,1295605.35,929690.71,889497.1414285714
12,2010-12-31,891736.91,1,45.64,3.148,127.0876774,14.313,2010,12,52,31,4,1768249.89,942475.24,902433.6985714287
12,2011-01-07,910110.24,0,37.64,3.287,127.1917742,14.021,2011,1,1,7,4,891736.91,894493.7,908656.1900000001
12,2011-01-14,812011.8,0,43.15,3.312,127.3009355,14.021,2011,1,2,14,4,910110.24,1601377.41,1006233.58
12,2011-01-21,802105.5,0,53.53,3.223,127.4404839,14.021,2011,1,3,21,4,812011.8,1069533.17,1035821.1985714285
12,2011-01-28,873119.06,0,50.74,3.342,127.5800323,14.021,2011,1,4,28,4,802105.5,1121934.15,1073542.7257142856
12,2011-02-04,1046068.17,0,45.14,3.348,127.7195806,14.021,2011,2,5,4,4,873119.06,1295605.35,1122158.5328571429
12,2011-02-11,1086421.57,1,51.3,3.381,127.859129,14.021,2011,2,6,11,4,1046068.17,1768249.89,1241952.7014285715
12,2011-02-18,1128485.1,0,53.35,3.43,127.99525,14.021,2011,2,7,18,4,1086421.57,891736.91,1234704.3685714286
12,2011-02-25,1046203.72,0,48.45,3.53,128.13,14.021,2011,2,8,25,4,1128485.1,910110.24,1236935.302857143
12,2011-03-04,1085248.21,0,51.72,3.674,128.26475,14.021,2011,3,9,4,4,1046203.72,812011.8,1124168.7871428572
12,2011-03-11,997672.62,0,57.75,3.818,128.3995,14.021,2011,3,10,11,4,1085248.21,802105.5,1085964.8342857142
12,2011-03-18,1009502.01,0,64.21,3.692,128.5121935,14.021,2011,3,11,18,4,997672.62,873119.06,1050419.8214285714
12,2011-03-25,954107.32,0,54.4,3.909,128.6160645,14.021,2011,3,12,25,4,1009502.01,1046068.17,1014771.6528571428
12,2011-04-01,1005463.49,0,63.63,3.772,128.7199355,13.736,2011,4,13,1,4,954107.32,1086421.57,917367.6071428572
12,2011-04-08,998362.05,0,64.47,4.003,128.8238065,13.736,2011,4,14,8,4,1005463.49,1128485.1,951188.7771428572
12,2011-04-15,990951.77,0,57.63,3.868,128.9107333,13.736,2011,4,15,15,4,998362.05,1046203.72,970630.7028571429
12,2011-04-22,1016019.47,0,72.12,4.134,128.9553,13.736,2011,4,16,22,4,990951.77,1085248.21,1009664.4757142857
12,2011-04-29,994966.1,0,68.27,4.151,128.9998667,13.736,2011,4,17,29,4,1016019.47,997672.62,1037602.6357142858
12,2011-05-06,1021154.48,0,68.4,4.193,129.0444333,13.736,2011,5,18,6,4,994966.1,1009502.01,1057085.9142857143
12,2011-05-13,977033.5,0,70.93,4.202,129.089,13.736,2011,5,19,13,4,1021154.48,954107.32,1043948.65
12,2011-05-20,924134.99,0,66.59,4.169,129.0756774,13.736,2011,5,20,20,4,977033.5,1005463.49,1032383.21
12,2011-05-27,964332.51,0,76.67,4.087,129.0623548,13.736,2011,5,21,27,4,924134.99,998362.05,1013794.2028571429
12,2011-06-03,970328.68,0,71.81,4.031,129.0490323,13.736,2011,6,22,3,4,964332.51,990951.77,1005901.0671428571
12,2011-06-10,996937.95,0,78.72,3.981,129.0357097,13.736,2011,6,23,10,4,970328.68,1016019.47,996011.247142857
12,2011-06-17,986504.93,0,86.84,3.935,129.0432,13.736,2011,6,24,17,4,996937.95,994966.1,995624.6014285714
12,2011-06-24,997282.75,0,88.95,3.898,129.0663,13.736,2011,6,25,24,4,986504.93,1021154.48,997289.24
12,2011-07-01,961993.34,0,89.85,3.842,129.0894,13.503,2011,7,26,1,4,997282.75,977033.5,1000564.4085714286
12,2011-07-08,943717.38,0,89.9,3.705,129.1125,13.503,2011,7,27,8,4,961993.34,924134.99,988946.0514285715
12,2011-07-15,936001.98,0,88.1,3.692,129.1338387,13.503,2011,7,28,15,4,943717.38,964332.51,984084.6885714286
12,2011-07-22,922231.92,0,91.17,3.794,129.1507742,13.503,2011,7,29,22,4,936001.98,970328.68,981138.5328571427
